Singer	Title	Actual lyrics	text	
Arijit Singh	Humsafar	"Sun zaalima mere
Saanu koi dar na
Ki samjhega zamaana
Tu vi si kamli
Main vi sa kamla
Ishqe da rog sayana
Ishqe da rog sayana..
Sun mere humsafar
Kya tujhe itni si bhi khabar
Sun mere humsafar
Kya tujhe itni si bhi khabar
Ki teri saansein chalti jidhar
Rahunga bas wahin umrr bhar
Rahunga bas wahin umrr bhar, haaye
Jitni haseen ye mulakatein hain
Unse bhi pyari teri baatein hain
Baaton mein teri jo kho jaate hain
Aaun na hosh mein main kabhi
Baahon mein hai teri zindagi, haaye
Sun mere humsafar
Kya tujhe itni si bhi khabar
Zaalima tere ishq ‘ch
Ho gayi aa main kamli
Haaye..
Main toh khada kis soch mein pada tha
Kaise jee raha tha main deewana
Chhup se aake tune
Dil mein sama ke tune
Chhed diya ye kaisa fasana
Muskurana bhi tujhi se seekha hai
Dil lagane ka tu hi tareeka hai
Aitbaar bhi tujhi se hota hai
Aaun na hosh mein main kabhi
Baahon mein hai teri zindagi, haaye
Hai nahi tha pata
Ke tujhe maan lunga Khuda
Ki teri galiyon mein iss qadar
Aaunga har pehar
Sun mere humsafar
Kya tujhe itni si bhi khabar
Ki teri saansein chalti jidhar
Rahunga bas wahin umrr bhar
Rahunga bas wahin umrr bhar, haaye
Zaalima tere ishq ‘ch.."	"Listen cruel one
I am not afread
That world will understand
 
You are crazy
I am crazy also
Disease of love is great
Disease of love is great
 
Listen to me beloved
Are you aware
 
Listen to me beloved
Are you aware that
Where your breath flows
I will stay there during whole life
I will stay there during whole life
 
Your talks are more beautiful
Than this meeting
If I lose in your talks once
I can't come to conscious again
My life is in your arms haaye"	
Arijit Singh	Illahi	"Shaamein malang see
Raatein surang see
Baaghi udaan pe hi naa jaane kyun
Ilahi mera jee aaye aaye
Ilaahi mera jee aaye aaye
 
DaDa dang dang dung dung dang...
 
Kal pe sawaal hai
jeena filhaal hai
Khaanaabadoshiyon pe hi jaane kyoon
Ilahi meraa jee aaye aaye
Ilaahi mera jee aaye aaye
 
Meraa falsafaa kandhe pe mera bastaa
Chalaa main jahaan le chalaa mujhe rastaa
Boondon pe nahin
Boondon ke samandar pe wo-o-wo-o...
 
Ilahi mera jee aaye aaye
Ilahi mera jee aaye aaye..
 
Shaamein malang si
Raatein surang si
Baaghi udaan pe hi na jaane kyun
Ilahi mera jee aaye aaye
Ilahi mera jee aaye aaye
 
Ilahii.. Ilahi.. Ilahi..."	"Evenings, as if they're mad,
nights like some tunnel..
I don't know why on rebel flights only,
O God, my heart comes..
O God, my heart is interested..
 
There is a question about tomorrow,
[as in, no one knows what happens tomorrow]
Living life is now.
I don't know why in nomadic ways only
I find my heart interested, O Lord,
my heart is interested..
 
My philosophy is - my bag is on my shoulders.
I go wherever the path takes me..
Not on the drops,
But the sea of drops itself..
 
O God, O God.. O God.."	1
Arijit Singh	Ishq Mubaraq	"Ishq mubarak dard mubarak,
Ishq mubarak dard mubarak,
 
Teri baarishein bhigaye mujhe,
Teri hawaein bahaye mujhe,
Paun talle mere,
Zameenein chal padi,
Aisa toh kabhi hua hi nahi,
 
Ae mere dil mubarak ho,
Yehi toh pyar hai,(x2)
 
Dard mubarak ishq mubarak,
Dard mubarak ishq mubarak,
Dard mubarak ishq mubarak,
Dard mubarak,
 
Jahan pehle pehal tu aa mila tha,
Thehra hoon wahin main bhi,
Tera dil woh shehar hai jis shehar se,
Ja ke laute na main kabhi,
 
Lapata sa mil jaun kahin toh,
Mujhse bhi mujhe mila de zara,
 
Ae mere dil mubarak ho,
Yehi toh pyar hai,
 
Ishq mubarak dard mubarak,
Ishq mubarak dard mubarak,
Ishq mubarak..,"	"Have a blessed love & sorrow
 
I'm drenched by the shower of your love
I'm flowing with you
Everything is moving besides me
This has never happened to me before
 
O my heart, congrats you're in love
 
Have a blessed love with sorrow
 
I'm still in that moment
When I saw you for the first time
I want a place in your heart
And I want to keep living there only
 
I am wandering around somewhere
Please help me find myself
 
O my heart, congrats you're in love
 
Have a blessed love & sorrow!"	
Arijit Singh	Itni si Baat Hai	"Tere dar pe aake tham gaye
Naina namazi ban gaye
Ik dooje mein yun dhalke
Aashiq anayat ban gaye
Main aur tum
 
Kaisi dil lagayi kar gaye
Rooh ki rubaayi ban gaye
Khaali khaali dono thhe jo
Thoda sa dono bhar gaye
Main aur tum
 
Chalo ji aaj saaf sa kehta hoon
Itni si baat hai mujhe tumse pyaar hai
Yunhi nahi mein tum pe jaan detha hoon
Itni si baat hai mujhe tumse pyaar hai
 
Chalo ji aaj saaf sa kehta hoon
Itni si baat hai mujhe tumse pyaar hai
Mujhe tumse pyar hai
 
Lag na ye dhoop zaruri
Lag na ye chao zaruri
Milte hain ishq zameen par
Ab doh hi naam zaruri
Main aur tum
 
Apna khuda bhi hoga
Apna hi rab le lenge
Khud ki bana ke duniya
Yeh zindagi jee lenge
Main aur tum
 
Chalo ji aaj saaf sa kehta hoon
Itni si baat hai mujhe tumse pyar hai
Yunhi nahi mein tum pe jaan detha hoon
Itni si baat hai mujhe tumse pyar hai
Mujhe tumse pyaar hai
 
Haa.. Haa..
 
Ek tum, Ek main
Teeja mangu kya khuda se
Dil doon, jaadu
Kya doon itna bata de
Tera mera rishta hai
Sanson se bhi naazuk
 
Tum sa, hum sa
Koi dooja na hoga na hua re
Do dil sa ik seene mein hain
Jaise Main aur Tum
Ab dono hum ik jeene mein hain
Jaise Main aur Tum
 
Jaan se zyaada chaha tumko piya re
Har pal, har dum
Hum dum tumko jiyaa re
Aaj saaf sa kehta hoon
 
Itni si baat hai mujhe tumse pyaar hai
Yunhi nahi mein tum pe jaan detha hoon
Itni si baat hai mujhe tumse pyaar hai
 
Chalo ji aaj saaf sa kehta hoon
Itni si baat hai mujhe tumse pyaar hai
Mujhe tumse pyaar hai"	"I stopped when I reached your doorstep My eyes became spiritual Merging into each other, We became an aayat of love

What sort of liking of heart is this? You have become a verse of my soul Both of us were a bit empty Now both of us are a bit filled

Today I am saying it clearly It’s a small thing I love you

I do not give my life for you without any reason It’s a small thing I love you

Sunlight does not feel necessary Shade does not feel necessary Love meets on earth Now only two names are necessary Mine and yours

We shall have a God We shall create a world for ourselves We shall live this life You and me 

I and you are here, what else do I ask of God? Should I give my heart or life? Tell me what do I give? Our relationship is delicate that breath

There has never been, nor will be anyone like us It’s like two hearts in a single chest You and me

It’s like we both are one life You and me

I love you more than life, beloved Every moment I have lived you 

"	
Arijit Singh	Jaise mera Tu	"Uljhi si baatein dil
Mujhse bhi baantein
To mehar. mehar. meherbaniya
(Meher. meher. meherbaniya)
Khud hi samajh ke mujhe samjha de
To mehar. mehar. meherbaniya
(Meher. meher. meherbaniya)
 
Ho meherbani jo dil de zubaani
Keh de wo jo na kabhi kaha hai
 
Aise Tera Main. Jaise Mera Tu
Aise Tera Main. Jaise Mera Tu.
 
Milte rahe jo aise hi dono
Lag na jaaye ishq ki nazar
Aye dil farebi, tham sa gaya kyun
Aisi waisi baat soch kar
 
Bas mein na mere ab ye raha hai
Tujh pe aake dil ye jo ruka hai
 
Aise tera main. jaise mera tu
Aise tera main. Jaise mera tu
Jaise Mera Tu.
Aye. oo. ee.
Na na. yea.
 
(Mehar. mehar. meherbani ho)
 
Fariyad karti phir yaad karti
Sochti hoon tumko baar baar
Na chahatein hain, par chaahte kyun
Tumko yunhi mere aas paas
 
Kuch bhi nahi hai
Kuch phir bhi hai
Tumse milke dil ko ye laga hai
 
Aise tera main. jaise mera tu
Aise tera main. Jaise mera tu
Jaise mera tu (jaise mera tu.)
Jaise mera tu (jaise mera tu.)
Jaise mera tu (jaise mera tu.)
Hoo hoo. (jaise mera tu)
Meher. meher. meherbaniyan
Jaise mera tu.
Jaise mera tu!"	"May the heart share its convoluted talks/thoughts with me also
Then it will be an act of benevolence
It will be an act of benevolence
May it understand it first itself and then make me understand
Then it will be an act of benevolence
It will be an act of benevolence
 
It will be an act of benevolence if the heart promises
To tell me what it hasn’t ever said
I’m Yours in the same manner as You are mine
I’m Yours in the same manner as You are mine
 
If we keep on meeting in this way
May the evil eye of love not see us
O deceiving/cheating heart! Why have You stopped beating
After having such wayward thoughts
 
Now it is not under my control
As the heart has come and stopped on You
I’m Yours in the same manner as You are mine
I’m Yours in the same manner as You are mine
As You are mine
Hey… Oo… Ee… Na Na… Yeah…
Mehar, Mehar, Meherbani Ho
 
It will be an act of benevolence
 
I complain and then I remember
I think about You again and again
There isn’t any love, yet why do I still desire
That You always be around me
 
There’s nothing, still there’s something
After meeting You, the heart feels
I’m Yours in the same manner as You are mine
I’m Yours in the same manner as You are mine
As You are mine
As You are mine
As You are mine
As You are mine
 
It will be an act of benevolence
As You are mine
As You are mine"	1
Arijit Singh	Jo Bheji thi Duaa	"Kise poochun, hai aisa kyun
Bezubaan sa, ye jahaan hai
 
Khushi ke pal, kahan dhoondhooN
Benishan sa, waqt bhi yahan hai
 
Jaane kitne labon pe gile hain
Zindagi se kayi faasle hain
Paseejte hain sapne kyun aankhon mein
Lakeer jab chhoote in haathon se yoon bewajah
 
Jo bheji thi duaa, woh jaake aasmaan
se yoon takra gayi ke aa gayi Hai laut ke sadaa
 
Saanson ne kahan rukh mod liya
Koi raah nazar mein na aaye
Dhadkan ne kahan dil chhod diya
Kahan chhode in jismoN ne saaye
 
Yehi baar-baar sochta hoon tanha main yahan
Mere saath-saath chal raha hai yaadon ka dhuaan
 
Jo bheji thi duaa, woh jaake aasmaan
se yoon takra gayi ke aa gayi Hai laut ke sadaa"	"To whom to ask, why is it so,
this world is, as if mute..
 
Where to find moments of joy,
Even time is like without a sign..
 
There are complaints on so many lips, there are many distances from the life.. Why do the dreams dampen in eyes, when the line leaves these hands, for no reason.
 
The wish I had sent,
that collided with the sky such that a call has come back..
 
where have the breaths turned their face,
I don't see any path..
where has the heartbeat left the heart,
and where have these bodies left (their) shadows
 
I, here, think this again and again..
a smoke of memories is walking with me.
 
The wish I had sent,
that collided with the sky such that a call has come back.."	2
Arijit Singh	Kabhi Jo Badal Barse	"Kabhi jo baadal barse
Main dekhoon tujhe aankhein bharke
Tu lage mujhe pahli baarish ki duaa

Tere pahloo mein reh loon
Main khudko paagal keh loon
Tu gham de ya khushiyaan
Seh loon saathiya

Koi nahi.. tere siva mera yahaan
Manzilein.. hain meri to sab yahaan
Mita de sabhi aaja faasle
Main chahoon mujhe mujhse baant le
Zara sa mujhme tu jhaank le
Main hoon kya?

Woo.. aeee.. aeee.. aaa.. sathiyaa..
Ae ae… aa….

Pahle kabhi, na tune mujhe gham diya
Phir mujhe, kyun tanha kar diya
Guzaare thhe jo lamhe pyaar ke
Hamesha tujhe apna maan ke
To phir tune badli kyun adaa
Yeh kyun kiya?

Wo o wo o.. Wo o wo o..

Kabhi jo badal barse
Main dekhun tujhe aankhein bharke
Tu lage mujhe pehli barish ki duaa

Tere pahloo mein rah loon
Main khudko pagal kah loon
Tu gham de ya khushiyaan, sathiya..



Kabhi Jo Baadal Barse (Female):

Pehle kabhi, na tune mujhe gham diya
Phir mujhe, kyun tanha kar diya
Guzaare thhe jo lamhe pyaar ke
Hamesha tujhe apna maan ke
To phir tune badli kyun adaa
Yeh kyun kiya?

Kabhi jo baadal barse
Main dekhoon tujhe aankhein bharke
Tu lage mujhe pehli baarish ki duaa

Tere pahloo mein reh loon
Main khudko paagal keh loon
Tu gham de ya khushiyaan
Seh loon sathiyaa..

aa.. sathiyaa.. sathiyaa..
hmm Koi nahi.. tere siva mera yahaan
Manzilein, hain meri to sab yahaan
Mita de sabhi aaja faasle
Main chahun mujhe mujhse baant le
Zara sa mujhme tu jhaank le
Main hoon kya?

Kabhi jo baadal barse
Main dekhoon tujhe aankhein bharke
Tu lage mujhe pehli baarish ki duaa
Tere pahloo mein reh loon
Main khudko paagal keh loon
Tu gham de ya khushiyaan
Seh loon sathiyaa.."	"Sometimes when clouds cry with rain
I look deep into your eyes
As if you had answered my prayer about the first rain
 
I'm always by your side
I may look crazy to myself
But should you be my curse or bliss - we'll share it all, my love and friend
 
There's no one closer than me
You are everything I long for
Come and wipe out the distance between us
Let some part of me belong to you
Look deep into my inner self and realise
Who I really am
 
You never used to upset me
Why am I left om my own now?
The moments of love we've been through
Implied you were mine
Then why have you changed so much?
Why is it so?
 
Sometimes when clouds cry with rain
I look deep into your eyes
As if you had answered my prayer about the first rain
 
I'm always by your side
I may look crazy to myself
But should you be my curse or bliss - we'll share it all, my love and friend"	
Arijit Singh	Main Phir Bhi Tujhko Chahunga	"Tum mere ho, iss pal mere ho
Kal shayad yeh alam na rahe
 
Kuch aisa ho, tum tum na raho
Kuch aisa ho, hum hum na rahe
 
Yeh raaste alag ho jayein
Chalte chalte hum kho jayein…
 
Main phir bhi tumko chahunga
Main phir bhi tumko chahunga
Main phir bhi tumko chahunga…
 
Iss chahat main mar jaunga
Main phir bhi tumko chahunga…"	"You're mine, at this very moment you're mine
But tomorrow it may not be this way
 
Should something go wrong you won’t be your present self
Should something go wrong I won’t be my present self
 
Should our roads fork
We’ll get lost on the way
 
And yet I would love you all the same
And yet I would love you all the same
And yet I would love you all the same
 
Should it be so, I’d rather die
And yet I would love you all the same"	
Arijit Singh	Matlabi-Sooraj Duba Hai Yaaron	"Matlabi ho ja zara matlabi
Duniya ki sunta hai kyun
Khud ki bhi sun le kabhi
 
Matlabi ho ja zara matlabi
Duniya ki sunta hai kyun
Khud ki bhi sun le kabhi..
 
Kuch baat galat bhi ho jaaye
Kuch der ye dil bhi kho jaaye
Befikar dhadkanein, is tarah se chalein
Shor goonje yahaan se wahaan..
 
Sooraj dooba hai yaaron
Do ghoont nashe ke maaro
Raste bhula do saare gharbaar ke
 
Sooraj duba hai yaaron
Do ghoont nashe ke maaro
Gham tum bhula do saare sansaar ke
 
Ask me for anything
I can give you everything
Raste bhula do saare sansaar ke
 
Ataa pataa rahe na kisi ka humein
Yehi kahe ye pal zindagi ka humein
 
Ataa pataa rahe na kisi ka
Yehi kahe ye pal zindagi ka
 
Ki khudgarz si khwahish liye
Be-saans bhi hum-tum jiyein
Hai gulaabi gulaabi samaa..
 
Suraj dooba hai yaaron
Do ghoont nashe ke maaro
Raste bhula do saare gharbar ke
Suraj dooba hai yaaron
Do ghoont nashe ke maaro
Gham tum bhula do saare sansaar ke
Ask me for anything
I can give you everything
 
Matalbi ho ja zara matlabi
Duniya ki sunta hai kyun..
Khud ki bhi sun le kabhi
 
Chale nahi ude aasmaan pe abhi..
Pata na ho hai jaana kahaan pe abhi..
Chale nahi ude aasmaan pe
Pata na ho hai jaana kahaan pe
Ki be-manzilein ho sab raaste
Duniya se hon zara faasle
Kuch khud se bhi ho dooriyaa
 
Sooraj dooba hai yaaron
Do ghoont nashe ke maaro
Raste bhula do saare gharbaar ke
 
Sooraj dooba hain yaaron
Do ghoont nashe ke maaro
Gham tum bhula do saare sansaar ke
 
Ask me for anything
I can give you everything
Ask me for anything
I can give you everything"	"Be selfish, just be a bit selfish.
Why do you listen to the world?
Just listen to yourself at times.
 
Be selfish, just be a bit selfish.
Why do you listen to the world?
Just listen to yourself at times.
 
Even if something goes wrong.
If this heat gerts lost for some time.
Careless heats beats, goes on like that..
it's sound echoes from here to there
 
The sun has set mates
Have a peg or two
Forget the way to your home and abode.
 
The sun has set mates
Have a peg or two
Forget the worries of this mundane world
 
Ask me for anything
I can give you everything
Raste bhula do saare sansaar ke
Forget the way to your home and abode.
 
No idea of the whereabouts of anybody
That is what this moment tell us
 
No idea of the whereabouts of anybody
That is what this moment tell us
 
That we can depend upon our own ideas
Even when we are breathless
How pinkish the atmosphere is !
 
The sun has set mates
Have a peg or two
Forget the way to your home and abode.
 
The sun has set mates
Have a peg or two
Forget the worries of this mundane world
 
Be selfish, just be a bit selfish.
Why do you listen to the world?
Just listen to yourself at times.
 
Let's not walk, let's fly
Even if we don't know where to
Let's not walk, let's fly
Even if we don't know where to
So, even without an address
let's maintain a distance from the world
and a bit distance from ourselves
The sun has set mates
Have a peg or two
Forget the way to your home and abode.
 
The sun has set mates
Have a peg or two
Forget the worries of this mundane world
 
Ask me for anything
I can give you everything
Ask me for anything
I can give you everything"	1
Arijit Singh	Muskurane	"Muskurane ki wajah tum ho
Gungunane ki wajah tum ho
Jiya jaaye na, jaaye na, jaaye na..
O re piya re..
Jiya jaaye na, jaaye na, jaaye na..
O re piya re..
 
O re lamhe tu kahin mat jaa
Ho sake toh umr bhar tham jaa
Jiya jaaye na, jaaye na, jaaye naa..
O re piya re..
Jiya jaaye na, jaaye na, jaaye naa..
O re piya re.. piyaa re..
 
Dhoop aaye toh, chhaanv tum laana
Khwahishon ki baarishon mein
Bheeg sang jaana (x2)
 
Jiya jaaye na jaaye na jaaye na
O re piya re..
Jiya jaaye na jaaye na jaaye na
O re piya re.. piya re..
 
Jo mile usme kaat lenge hum
Thodi khushiyaan thode aansu baant lenge hum
Jo mile usme kaat lenge hum
Thodi khushiyaan thode aansu baant lenge hum
Jiya jaaye na jaaye na jaaye na
O re piya re..
Jiya jaaye na jaaye na jaaye na
O re piya re.. piya re..
 
Muskurane ki wajah tum ho
Gungunane ki wajah tum ho
Jiya jaaye na, jaaye na, jaaye na
O re piya re..
Jiya jaaye na, jaaye na, jaaye na
O re piya re.. piya re...
Piya re"	"You're the reason to smile.
You're the reason to hum.
I can't live, can't live, Can't live (without you),
O beloved.
 
O moment, don't go anywhere,
If possible, stay here for all life.
I can't live, can't live, Can't live (without you),
O beloved.
 
If there is sun, you are my shade
In the rain of wishes,
get drenched with me.
 
I can't live, can't live, Can't live (without you),
O beloved.
 
Whatever we get, we'll manage in that.
Some joys, some tears, we'll divide between us.
 
I can't live, can't live, Can't live (without you),
O beloved."	1
Arijit Singh	Phir Le aya Dil	"phir le aaya dil majboor kya keeje
raas na aaya rehna door kya keeje
dil keh raha use maqammal kar bhi aao
wo jo adhoori si baat baaki hai
wo jo adhoori si yaad baaki hai
wo jo adhoori si yaad baaki hai
 
karte hain hum aaj qubool kya keeje
ho gayi thi jo humse bhool kya keeje
dil keh raha use mayassar kar bhi aao
wo jo dabi si aas baaki hai
wo jo dabi si aanch baaki hai
wo jo dabi si aanch baaki hai
wo jo dabi si aanch baaki hai..
 
kismat ko hai yeh manzoor kya keeje
milte rahe hum badastoor kya keeje
dil keh raha hai use musalsal kar bhi aao
wo jo ruki si raah baaki hai
wo jo ruki si chaah baaki hai
wo jo ruki si chaah baaki hai
wo jo ruki si chaah baaki hai.."	"the helpless heart has brought me here again, what to do,
staying away wasn't good to me, what to do..
the heart says go complete-
that talk that remains still incomplete,
that memory that remains still incomplete,
that memory that remains still incomplete..
 
today I admit, what to do,
there was a mistake that I did, what to do,
the heart says, go get it,
that one suppressed wish that is there (in the heart)..
that one suppressed spark that is there,
that one suppressed spark that is there..
that one suppressed spark that is there..
 
The fate wishes this, what to do,
let us keep meeting as we do, what to do,
the heart says, go make it forever,
that stuck path that is there,
that stuck wish that is there..
that stuck love that is there..
that stuck love that is there.."	2
Arijit Singh	Phir Mohabbat krne chala Hai Tu	"Jab jab tere paas main aaya, Ik sukoon mila
Jise main tha bhoolta aaya, Wo wajood mila
Jab aaye mausam gham ke, Tujhe yaad kiya
Jab sehme tanhapan se, Tujhe yaad kiya
 
Dil.. Sambhal ja zara
Phir mohabbat karne chala hai tu
Dil.. yahin ruk jaa zara
Phir mohabbat karne chala hai tu
Aisa kyunkar hua janoon naa
Main janoon naa
 
Dil sambhal ja zara
Phir mohabbat karne chala hai tu
Dil yahin ruk ja zara
Phir mohabbat karne chala hai tu
 
Jis raah pe, hai ghar tera
Aksar wahan se, haan main hoon guzra
shayad yahi dil mein raha
Tu mujh ko mil jaye, Kya pata...
Kya hai yeh silsila
Janoon na, Main janun na
 
Dil sambhal ja zara
Phir mohabbat karne chala hai tu
Dil yahin ruk ja zara
Phir mohabbat karne chala hai tu
 
Kuch bhi nahi Jab darmayaan
Phir kyun hai dil, tere hi khwaab bunta
Chaaha ki de, tujhko bhula
Par yeh bhi mumkin ho na sakaa..
Kya hai yeh maamla, Janun na
Main janoon naa
 
Dil sambhal ja zara
Phir mohabbat karne chala hai tu
Dil yahin ruk ja zara
Phir mohabbat karne chala hai tu
Dil sambhal ja zara
Phir mohabbat karne chala hai tu"	"Whenever I came near you, I got a peace,
The one I had kept forgetting, I got that existence
When the weather of sorrow came, I remembered you,
When I was scared with loneliness, I remembered you
 
O heart, be steady,
You're going to fall in love again,
O heart, stop here itself,
You're going to fall in love again,
How it has happened, don't know,
I don't know..
 
O heart, be steady,
You're going to fall in love again,
O heart, stop here itself,
You're going to fall in love again.
 
The way on which your house is there,
I have often passed from there,
probably this was in the heart,
that maybe I get you, who knows..
What is this series (or story),
don't know, I don't know..
 
O heart, be steady,
You're going to fall in love again,
O heart, stop here itself,
You're going to fall in love again.
 
When there is nothing in between
then why does the heart knit your dreams only,
I tried for it to forget you,
but even that couldn't be possible..
What is this matter, don't know
I don't know...
 
O heart, be steady,
You're going to fall in love again,
O heart, stop here itself,
You're going to fall in love again.
O heart, be steady,
You're going to fall in love again."	2
Arijit Singh	Raabta	"Kehte hain khuda ne is jahan mein sabhi ke liye
Kisi na kisi ko hai banaya har kisi ke liye
Tera milna hai us rab ka ishara maano
Mujhko banaya tere jaise hi kisi ke liye
Kuch toh hai tujhse raabta
Kuch toh hai tujhse raabta
Kaise hum jaaneN hume kya pata
Kuch toh hai tujhse raabta
Tu humsafar hai, phir kya fikar hai
Jeene ki wajah yahi hai marna isi ke liye
Kehte hain khuda ne iss jahan mein sabhi ke liye
Kisi na kisi ko hai banaya har kisi ke liye
 
Meherbaani jaate jaate mujh pe kar gaya
Guzarta sa lamha ek daaman bhar gaya
Tere nazara mila, roshan sitara mila
Takdeer ki kashtiyon ko, kinara mila
 
Sadiyon se tarse hai jaisi zindagi ke liye
Teri sauhbat mein duaayein hain usi ke liye
Tera milna hai us rab ka ishaara
Maano mujhko banaya tere jaise hi kisi ke liye"	"They say that for everyone in this world, God has
made someone or the other, for each one
You meeting me is a sign believe me
I am made for someone like you
Some contact is there with you
Some relation is there with you
How should I know, what do I know
Some contact is there with you
You are my partner so why should I worry
This is the reason to live and will die for this
 
It obliged me while going
A passing moment fulfilled my wishes
I got a view of yours, got sparkling starts
Destiny’s boats got a shore..
 
A life for which I've craved for centuries,
In your company all the prayers are for that (life)
You meeting me is a sign
as if I am made for someone like you"	4
Arijit Singh	Sawli SI Raat Ho	"Saawli si raat ho
khamoshi ka saath ho,
bin kahe bin sune, baat ho teri meri
neend jab ho laapata, udasiyan zara hata
khwabon ki razai mein, raat ho teri meri..
 
jhilmil taaron si aankhein teri
khar khar paani ki jheelen bhare
hardam yoon hi tu hansti rahe
har pal hai dil mein khwahishen
khamoshi ki loriyaan, sun to raat so gayi
 
bin kahe bin sune, baat ho teri meri
saawali si raat ho
khamoshi ka saath ho,
bin kahe bin sune, baat ho teri meri..
 
barfi ke tukde sa, chanda dekho aadha hai
dheere dheere chakhna zara,
hansne rulane ka aadha pauna vaada hai
kankhi se takna zara
ye jo lamhe lamhon ki behti nadi mein, bheeg loon,
ye jo aankhen hain aankhon ki gumsum zuban ko main seekh loon,
haan seekh loon.
ankahee si guftagu,
ansunee si justajoo..
bin kahe bin sune, apni baat ho gayi
 
saanwli si raat ho
khamoshi ka saath ho,
bin kahe bin sune, baat ho teri meri"	"there be a slightly dark complexioned night,
and there be closeness of silence,
without saying, without hearing, there be talk between us..
when the night is lost, remove the sadness,
may there be a night of yours n mine in the blanket of dreams..
 
your eyes, like bright stars,
fill lakes of water..
may you always laugh like that,
always there are wishes in the heart..
listen to the lullabies of silence, the night has slept.
 
without saying, without hearing, there be talk between us.
there be a slightly dark complexioned night,
and there be closeness of silence,
without saying, without hearing, there be talk between us.
 
like a piece of Barfi (sweet), the moon is half,
taste it slowly..
there is a half-baked promise of laughing n crying..
look at it with a squinted angle..
these moments, let me get drenched in the river of these moments,
these eyes, let me learn the silent language of these eyes..
yeah, let me learn..
unsaid talks,
unheard wishes..
without saying or hearing, we talked what we had to..
 
there be a slightly dark complexioned night,
and there be closeness of silence,
without saying, without hearing, there be talk between us."	
